compound_cid,name,smiles,canonical_smiles,inchikey,source
5702295,Benzamil hydrochloride,C1=CC=C(C=C1)CN=C(N)NC(=O)C2=C(N=C(C(=N2)Cl)N)N.Cl,Cl.NC(=NCc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N,ZNWMRWWNJBXNKJ-UHFFFAOYSA-N,pubchem_processed
5702153,(9R)-Cinchonan-9-ol,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccccc12,KMPWYEUPVWOPIM-YXUGBTPSSA-N,pubchem_processed
5702293,Velnacrine Maleate,C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O.C(=C\C(=O)O)\C(=O)O,Nc1c2c(nc3ccccc13)CCCC2O.O=C(O)/C=C\C(=O)O,NEEKVKZFYBQFGT-BTJKTKAUSA-N,pubchem_processed
101744,Cinchonidine,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,KMPWYEUPVWOPIM-KODHJQJWSA-N,pubchem_processed
102484,Octopamine Hydrochloride,C1=CC(=CC=C1C(CN)O)O.Cl,Cl.NCC(O)c1ccc(O)cc1,PUMZXCBVHLCWQG-UHFFFAOYSA-N,pubchem_processed
94175,Epiquinidine,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12,LOUPRKONTZGTKE-AFHBHXEDSA-N,pubchem_processed
23667627,Meticillin sodium,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)[O-])C.[Na+],COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+],MGFZNWDWOKASQZ-UMLIZJHQSA-M,pubchem_processed
861,DL-Triiodothyronine,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,AUYYCJSJGJYCDS-UHFFFAOYSA-N,pubchem_processed
1917,8-Cyclopentyltheophylline,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3CCCC3,Cn1c(=O)c2[nH]c(C3CCCC3)nc2n(C)c1=O,SCVHFRLUNIOSGI-UHFFFAOYSA-N,pubchem_processed
3417,P-(3-Methyl-2-oxiranyl)phosphonic acid,CC1C(O1)P(=O)(O)O,CC1OC1P(=O)(O)O,YMDXZJFXQJVXBF-UHFFFAOYSA-N,pubchem_processed
903,N-Acetylserotonin,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,CC(=O)NCCc1c[nH]c2ccc(O)cc12,MVAWJSIDNICKHF-UHFFFAOYSA-N,pubchem_processed
2563,"alpha-Hydrazinyl-3,4-dihydroxy-alpha-methylbenzenepropanoic acid",CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,TZFNLOMSOLWIDK-UHFFFAOYSA-N,pubchem_processed
2915,Cystamine,C(CSSCCN)N,NCCSSCCN,APQPRKLAWCIJEK-UHFFFAOYSA-N,pubchem_processed
2016,"3,6-Diamino-10-methylacridinium",C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,XSIOKTWDEOJMGG-UHFFFAOYSA-O,pubchem_processed
3604,Hexamethonium,C[N+](C)(C)CCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCC[N+](C)(C)C,VZJFGSRCJCXDSG-UHFFFAOYSA-N,pubchem_processed
1150,Tryptamine,C1=CC=C2C(=C1)C(=CN2)CCN,NCCc1c[nH]c2ccccc12,APJYDQYYACXCRM-UHFFFAOYSA-N,pubchem_processed
2230,Arecoline,CN1CCC=C(C1)C(=O)OC,COC(=O)C1=CCCN(C)C1,HJJPJSXJAXAIPN-UHFFFAOYSA-N,pubchem_processed
3418,Fosfosal,C1=CC=C(C(=C1)C(=O)O)OP(=O)(O)O,O=C(O)c1ccccc1OP(=O)(O)O,FFKUDWZICMJVPA-UHFFFAOYSA-N,pubchem_processed
3450,Triethylgallamine,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,OZLPUNFFCJDMJD-UHFFFAOYSA-N,pubchem_processed
3758,3-Isobutyl-1-methylxanthine,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2,CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21,APIXJSLKIYYUKG-UHFFFAOYSA-N,pubchem_processed
4296,1-(3-(Trifluoromethyl)phenyl)piperazine,C1CN(CCN1)C2=CC=CC(=C2)C(F)(F)F,FC(F)(F)c1cccc(N2CCNCC2)c1,KKIMDKMETPPURN-UHFFFAOYSA-N,pubchem_processed
4780,Phenylbiguanide,C1=CC=C(C=C1)N=C(N)N=C(N)N,NC(N)=NC(N)=Nc1ccccc1,CUQCMXFWIMOWRP-UHFFFAOYSA-N,pubchem_processed
4498,Nipecotic Acid,C1CC(CNC1)C(=O)O,O=C(O)C1CCCNC1,XJLSEXAGTJCILF-UHFFFAOYSA-N,pubchem_processed
4630,Oxotremorine,C1CCN(C1)CC#CCN2CCCC2=O,O=C1CCCN1CC#CCN1CCCC1,RSDOPYMFZBJHRL-UHFFFAOYSA-N,pubchem_processed
4910,Proadifen,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,SNTQPLDRUZOSDP-UHFFFAOYSA-N,pubchem_processed
5154,Sanguinarine,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,INVGWHRKADIJHF-UHFFFAOYSA-N,pubchem_processed
4549,Nppb,C1=CC=C(C=C1)CCCNC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)O,O=C(O)c1cc([N+](=O)[O-])ccc1NCCCc1ccccc1,WBSMIPAMAXNXFS-UHFFFAOYSA-N,pubchem_processed
4629,"N,N,N-Trimethyl-4-(2-oxo-1-pyrrolidinyl)-2-butyn-1-aminium",C[N+](C)(C)CC#CCN1CCCC1=O,C[N+](C)(C)CC#CCN1CCCC1=O,CANZROMYQDHYHR-UHFFFAOYSA-N,pubchem_processed
5353,Sulmazole,COC1=C(C=CC(=C1)S(=O)C)C2=NC3=C(N2)C=CC=N3,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,XMFCOYRWYYXZMY-UHFFFAOYSA-N,pubchem_processed
4727,(+-)-Penicillamine,CC(C)(C(C(=O)O)N)S,CC(C)(S)C(N)C(=O)O,VVNCNSJFMMFHPL-UHFFFAOYSA-N,pubchem_processed
4971,protoporphyrin IX,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C,C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,ZCFFYALKHPIRKJ-UHFFFAOYSA-N,pubchem_processed
8546,Pamoic Acid,C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,WLJNZVDCPSBLRP-UHFFFAOYSA-N,pubchem_processed
32324,"Amoxicillin, L-",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@H](C3=CC=C(C=C3)O)N)C(=O)O)C,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,LSQZJLSUYDQPKJ-BBGACYKPSA-N,pubchem_processed
64713,Meclozine Dihydrochloride,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl.Cl.Cl,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.Cl,VCTHNOIYJIXQLV-UHFFFAOYSA-N,pubchem_processed
65341,Proadifen Hydrochloride,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC.Cl,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1.Cl,FHIKZROVIDCMJA-UHFFFAOYSA-N,pubchem_processed
67361,Ethylmercury thiosalicylate,CC[Hg]SC1=CC=CC=C1C(=O)O,C[CH2][Hg][S]c1ccccc1C(=O)O,HXQVQGWHFRNKMS-UHFFFAOYSA-M,pubchem_processed
66368,Alprenolol Hydrochloride,CC(C)NCC(COC1=CC=CC=C1CC=C)O.Cl,C=CCc1ccccc1OCC(O)CNC(C)C.Cl,RRCPAXJDDNWJBI-UHFFFAOYSA-N,pubchem_processed
13389383,Amobarbital sodium,CCC1(C(=O)NC(=O)[N-]C1=O)CCC(C)C.[Na+],CCC1(CCC(C)C)C(=O)[N-]C(=O)NC1=O.[Na+],BNHGKKNINBGEQL-UHFFFAOYSA-M,pubchem_processed
85,"1-propanaminium, 3-carboxy-2-hydroxy-n,n,n-trimethyl-, inner salt",C[N+](C)(C)CC(CC(=O)O)O,C[N+](C)(C)CC(O)CC(=O)O,PHIQHXFUZVPYII-UHFFFAOYSA-O,pubchem_processed
2005,6-Acetylaminocaproic acid,CC(=O)NCCCCCC(=O)O,CC(=O)NCCCCCC(=O)O,WDSCBUNMANHPFH-UHFFFAOYSA-N,pubchem_processed
2149,4-Amino-3-hydroxybutanoic acid,C(C(CN)O)C(=O)O,NCC(O)CC(=O)O,YQGDEPYYFWUPGO-UHFFFAOYSA-N,pubchem_processed
2201,9-Anthracenecarboxylic acid,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C(=O)O,O=C(O)c1c2ccccc2cc2ccccc12,XGWFJBFNAQHLEF-UHFFFAOYSA-N,pubchem_processed
2681,Cetyltrimethylammonium,CCCCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCCCC[N+](C)(C)C,RLGQACBPNDBWTB-UHFFFAOYSA-N,pubchem_processed
2741,Chromocarb,C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O,O=C(O)c1cc(=O)c2ccccc2o1,RVMGXWBCQGAWBR-UHFFFAOYSA-N,pubchem_processed
2817,5-Chloro-8-hydroxyquinoline,C1=CC2=C(C=CC(=C2N=C1)O)Cl,Oc1ccc(Cl)c2cccnc12,CTQMJYWDVABFRZ-UHFFFAOYSA-N,pubchem_processed
3081,Dimethadione,CC1(C(=O)NC(=O)O1)C,CC1(C)OC(=O)NC1=O,JYJFNDQBESEHJQ-UHFFFAOYSA-N,pubchem_processed
3401,Flutrimazole,C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=CC=C3F)N4C=CN=C4,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,QHMWCHQXCUNUAK-UHFFFAOYSA-N,pubchem_processed
3565,Harmalol,CC1=NCCC2=C1NC3=C2C=CC(=C3)O,CC1=NCCc2c1[nH]c1cc(O)ccc21,RHVPEFQDYMMNSY-UHFFFAOYSA-N,pubchem_processed
3681,Batyl Alcohol,CCCCCCCCCCCCCCCCCCOCC(CO)O,CCCCCCCCCCCCCCCCCCOCC(O)CO,OGBUMNBNEWYMNJ-UHFFFAOYSA-N,pubchem_processed
4045,Mefexamide,CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,HUNIPYLVUPMFCZ-UHFFFAOYSA-N,pubchem_processed
2075,Aklomide,C1=CC(=C(C=C1[N+](=O)[O-])Cl)C(=O)N,NC(=O)c1ccc([N+](=O)[O-])cc1Cl,GFGSZUNNBQXGMK-UHFFFAOYSA-N,pubchem_processed
2155,2-Aminothiazole,C1=CSC(=N1)N,Nc1nccs1,RAIPHJJURHTUIC-UHFFFAOYSA-N,pubchem_processed
2775,"5,7-Dimethoxycoumarin",COC1=CC2=C(C=CC(=O)O2)C(=C1)OC,COc1cc(OC)c2ccc(=O)oc2c1,NXJCRELRQHZBQA-UHFFFAOYSA-N,pubchem_processed
3023,Dibenzothiophene,C1=CC=C2C(=C1)C3=CC=CC=C3S2,c1ccc2c(c1)sc1ccccc12,IYYZUPMFVPLQIF-UHFFFAOYSA-N,pubchem_processed
4135,Methylbenzethonium,CC1=C(C=CC(=C1)C(C)(C)CC(C)(C)C)OCCOCC[N+](C)(C)CC2=CC=CC=C2,Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1,UQOOPIMXBSPVJI-UHFFFAOYSA-N,pubchem_processed
1880,"7,8-Dihydroxyflavone",C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3)O)O,O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12,COCYGNDCWFKTMF-UHFFFAOYSA-N,pubchem_processed
1892,Etofylline,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,NWPRCRWQMGIBOT-UHFFFAOYSA-N,pubchem_processed
1984,Acetaminosalol,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,TWIIVLKQFJBFPW-UHFFFAOYSA-N,pubchem_processed
2272,Azobenzene,C1=CC=C(C=C1)N=NC2=CC=CC=C2,c1ccc(N=Nc2ccccc2)cc1,DMLAVOWQYNRWNQ-UHFFFAOYSA-N,pubchem_processed
2480,Butacaine,CCCCN(CCCC)CCCOC(=O)C1=CC=C(C=C1)N,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,HQFWVSGBVLEQGA-UHFFFAOYSA-N,pubchem_processed
3316,Exalamide,CCCCCCOC1=CC=CC=C1C(=O)N,CCCCCCOc1ccccc1C(N)=O,CKSJXOVLXUMMFF-UHFFFAOYSA-N,pubchem_processed
3552,Halazone,C1=CC(=CC=C1C(=O)O)S(=O)(=O)N(Cl)Cl,O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1,XPDVQPODLRGWPL-UHFFFAOYSA-N,pubchem_processed
3624,Ethidium,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,QTANTQQOYSUMLC-UHFFFAOYSA-O,pubchem_processed
3828,Khellin,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,HSMPDPBYAYSOBC-UHFFFAOYSA-N,pubchem_processed
3884,Npc216413,CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C,CC(C)=CCC1=C(O)c2ccccc2C(=O)C1=O,CWPGNVFCJOPXFB-UHFFFAOYSA-N,pubchem_processed
2090,Alexidine,CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N,CCCCC(CC)CN=C(N)NC(N)=NCCCCCCN=C(N)NC(N)=NCC(CC)CCCC,LFVVNPBBFUSSHL-UHFFFAOYSA-N,pubchem_processed
2122,Althiazide,C=CCSCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,VGLGVJVUHYTIIU-UHFFFAOYSA-N,pubchem_processed
2166,5-(7-Chloroquinolin-4-ylamino)-2-diethylaminomethylphenol,CCN(CC)CC1=C(C=C(C=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O,QGFYFOHMBDMGBZ-UHFFFAOYSA-N,pubchem_processed
3166,Drofenine,CCN(CC)CCOC(=O)C(C1CCCCC1)C2=CC=CC=C2,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,AGJBLWCLQCKRJP-UHFFFAOYSA-N,pubchem_processed
3634,Hycanthone,CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,MFZWMTSUNYWVBU-UHFFFAOYSA-N,pubchem_processed
3638,Hydrastinine,CN1CCC2=CC3=C(C=C2C1O)OCO3,CN1CCc2cc3c(cc2C1O)OCO3,YOJQZPVUNUQTDF-UHFFFAOYSA-N,pubchem_processed
3806,Juglone,C1=CC2=C(C(=O)C=CC2=O)C(=C1)O,O=C1C=CC(=O)c2c(O)cccc21,KQPYUDDGWXQXHS-UHFFFAOYSA-N,pubchem_processed
3862,alpha-Amino-3-hydroxy-4-oxo-1(4H)-pyridinepropanoic acid,C1=CN(C=C(C1=O)O)CC(C(=O)O)N,NC(Cn1ccc(=O)c(O)c1)C(=O)O,WZNJWVWKTVETCG-UHFFFAOYSA-N,pubchem_processed
4624,6-Hydroxydopamine,C1=C(C(=CC(=C1O)O)O)CCN,NCCc1cc(O)c(O)cc1O,DIVDFFZHCJEHGG-UHFFFAOYSA-N,pubchem_processed
5004,Quinalizarin,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,VBHKTXLEJZIDJF-UHFFFAOYSA-N,pubchem_processed
5100,Aurin,C1=CC(=O)C=CC1=C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C=C1,FYEHYMARPSSOBO-UHFFFAOYSA-N,pubchem_processed
5144,Safrole,C=CCC1=CC2=C(C=C1)OCO2,C=CCc1ccc2c(c1)OCO2,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,pubchem_processed
5324,Sulfaguanidine,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,NC(N)=NS(=O)(=O)c1ccc(N)cc1,BRBKOPJOKNSWSG-UHFFFAOYSA-N,pubchem_processed
5332,Sulfamonomethoxine,COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,WMPXPUYPYQKQCX-UHFFFAOYSA-N,pubchem_processed
5424,Tetrahydroxy-p-benzoquinone,C1(=C(C(=O)C(=C(C1=O)O)O)O)O,O=C1C(O)=C(O)C(=O)C(O)=C1O,DGQOCLATAPFASR-UHFFFAOYSA-N,pubchem_processed
6412,Monomethyl sulfate,COS(=O)(=O)O,COS(=O)(=O)O,JZMJDSHXVKJFKW-UHFFFAOYSA-N,pubchem_processed
4806,Phthalylsulfathiazole,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,PBMSWVPMRUJMPE-UHFFFAOYSA-N,pubchem_processed
4930,Pronethalol,CC(C)NCC(C1=CC2=CC=CC=C2C=C1)O,CC(C)NCC(O)c1ccc2ccccc2c1,HRSANNODOVBCST-UHFFFAOYSA-N,pubchem_processed
4994,Pyrithyldione,CCC1(C(=O)C=CNC1=O)CC,CCC1(CC)C(=O)C=CNC1=O,NZASCBIBXNPDMH-UHFFFAOYSA-N,pubchem_processed
5146,Salicyl Alcohol,C1=CC=C(C(=C1)CO)O,OCc1ccccc1O,CQRYARSYNCAZFO-UHFFFAOYSA-N,pubchem_processed
5334,Sulfanitran,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)[N+](=O)[O-],CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,GWBPFRGXNGPPMF-UHFFFAOYSA-N,pubchem_processed
5938,Hexamethonium Bromide,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-],C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-],FAPSXSAPXXJTOU-UHFFFAOYSA-L,pubchem_processed
6666,"1,5-Naphthalenedisulfonic acid",C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)S(=O)(=O)O,O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,XTEGVFVZDVNBPF-UHFFFAOYSA-N,pubchem_processed
7866,Isethionic Acid,C(CS(=O)(=O)O)O,O=S(=O)(O)CCO,SUMDYPCJJOFFON-UHFFFAOYSA-N,pubchem_processed
8246,Neostigmine Bromide,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-],CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],LULNWZDBKTWDGK-UHFFFAOYSA-M,pubchem_processed
5037,Ramifenazone,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(C)C,Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C,XOZLRRYPUKAKMU-UHFFFAOYSA-N,pubchem_processed
4511,"3,5-Dinitrobenzamide",C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)N,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,UUKWKUSGGZNXGA-UHFFFAOYSA-N,pubchem_processed
5055,Acetylresorcinol,CC(=O)OC1=CC=CC(=C1)O,CC(=O)Oc1cccc(O)c1,ZZPKZRHERLGEKA-UHFFFAOYSA-N,pubchem_processed
5315,Succinylsulfathiazole,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,SKVLYVHULOWXTD-UHFFFAOYSA-N,pubchem_processed
9532,Putrescine Dihydrochloride,C(CCN)CN.Cl.Cl,Cl.Cl.NCCCCN,XXWCODXIQWIHQN-UHFFFAOYSA-N,pubchem_processed
9301,Arecoline Hydrobromide,CN1CCC=C(C1)C(=O)OC.Br,Br.COC(=O)C1=CCCN(C)C1,AXOJRQLKMVSHHZ-UHFFFAOYSA-N,pubchem_processed
10237,Bicuculline,CN1CCC2=CC3=C(C=C2[C@H]1[C@H]4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3,CN1CCc2cc3c(cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3,IYGYMKDQCDOMRE-ZWKOTPCHSA-N,pubchem_processed
8778,Lauryl sulfate,CCCCCCCCCCCCOS(=O)(=O)O,CCCCCCCCCCCCOS(=O)(=O)O,MOTZDAYCYVMXPC-UHFFFAOYSA-N,pubchem_processed
8667,Methapyrilene Hydrochloride,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl,CN(C)CCN(Cc1cccs1)c1ccccn1.Cl,BONORRGKLJBGRV-UHFFFAOYSA-N,pubchem_processed
5702159,Ethaverine Hydrochloride,CCOC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OCC)OCC)OCC.Cl,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC.Cl,UPUDVKWQBVIKBG-UHFFFAOYSA-N,pubchem_processed
5702167,Pimethixene Maleate,CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1.C(=C\C(=O)O)\C(=O)O,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1.O=C(O)/C=C\C(=O)O,IPANUAHQWFDVAG-BTJKTKAUSA-N,pubchem_processed
5702223,"trans-2-Chloro-9-(3-(dimethylamino)propylidene)thioxanthene, hydrochloride",CN(C)CC/C=C/1\C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21.Cl,YWKRLOSRDGPEJR-FJUODKGNSA-N,pubchem_processed
5702253,Gaboxadol hydrochloride,C1CNCC2=C1C(=O)NO2.Cl,Cl.O=c1[nH]oc2c1CCNC2,ZDZDSZQYRBZPNN-UHFFFAOYSA-N,pubchem_processed
5702040,Ent-(14S)-3-Methoxy-17-methylmorphinan,CN1CC[C@@]23CCCC[C@H]2[C@@H]1CC4=C3C=C(C=C4)OC,COc1ccc2c(c1)[C@]13CCCC[C@H]1[C@H](C2)N(C)CC3,MKXZASYAUGDDCJ-SZMVWBNQSA-N,pubchem_processed
5702144,Phentolamine Hydrochloride,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.Cl,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1.Cl,TUEJFGFQYKDAPM-UHFFFAOYSA-N,pubchem_processed
92806,Drofenine hydrochloride,CCN(CC)CCOC(=O)C(C1CCCCC1)C2=CC=CC=C2.Cl,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1.Cl,WIELVDXKOYPANK-UHFFFAOYSA-N,pubchem_processed
458517,Methcathinone hydrochloride,CC(C(=O)C1=CC=CC=C1)NC.Cl,CNC(C)C(=O)c1ccccc1.Cl,LTJXNCHDKYZOSY-UHFFFAOYSA-N,pubchem_processed
71580,Mescaline hydrochloride,COC1=CC(=CC(=C1OC)OC)CCN.Cl,COc1cc(CCN)cc(OC)c1OC.Cl,FVZVSNDNKMOYKF-UHFFFAOYSA-N,pubchem_processed
64740,Spectinomycin Dihydrochloride,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O.Cl.Cl,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl,FOGDPGQSHLLYIK-XYQGXRRISA-N,pubchem_processed
67313,Mafenide Hydrochloride,C1=CC(=CC=C1CN)S(=O)(=O)N.Cl,Cl.NCc1ccc(S(N)(=O)=O)cc1,SIACJRVYIPXFKS-UHFFFAOYSA-N,pubchem_processed
2000,Afalanine,CC(=O)NC(CC1=CC=CC=C1)C(=O)O,CC(=O)NC(Cc1ccccc1)C(=O)O,CBQJSKKFNMDLON-UHFFFAOYSA-N,pubchem_processed
8032,"1,2-Ethanedisulfonic Acid",C(CS(=O)(=O)O)S(=O)(=O)O,O=S(=O)(O)CCS(=O)(=O)O,AFAXGSQYZLGZPG-UHFFFAOYSA-N,pubchem_processed
4654,p-Fluorophenylalanine,C1=CC(=CC=C1CC(C(=O)O)N)F,NC(Cc1ccc(F)cc1)C(=O)O,XWHHYOYVRVGJJY-UHFFFAOYSA-N,pubchem_processed
7322,Sulfosalicylic Acid,C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O,O=C(O)c1cc(S(=O)(=O)O)ccc1O,YCPXWRQRBFJBPZ-UHFFFAOYSA-N,pubchem_processed
5941,Cystamine Dihydrochloride,C(CSSCCN)N.Cl.Cl,Cl.Cl.NCCSSCCN,YUFRRMZSSPQMOS-UHFFFAOYSA-N,pubchem_processed
