Compound_CID,Name,SMILES,InChIKey
5339,Sulfasalazine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,NCEXYHBECQHGNR-UHFFFAOYSA-N
6167,Colchicine,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,IAKHMKGGTNLKSZ-INIZCTEOSA-N
9444,Azacytidine,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,NMUSYJAQQFHJEW-KVTDHHQDSA-N
12035,N-Acetyl-L-Cysteine,CC(=O)N[C@@H](CS)C(=O)O,PWKSKIMOESPYIA-BYPYZUCNSA-N
1349907,Methimazole,CN1C=CNC1=S,PMRYVIKBURPHAH-UHFFFAOYSA-N
247704,"Racepinefrine, (S)-",CNC[C@H](C1=CC(=C(C=C1)O)O)O,UCTWMZQNUQWSLP-SECBINFHSA-N
2723754,Tacrine Hydrochloride,C1CCC2=NC3=CC=CC=C3C(=C2C1)N.Cl,ZUFVXZVXEJHHBN-UHFFFAOYSA-N
33255,Cefazolin,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,MLYYVTUWGNIJIB-BXKDBHETSA-N
38853,Methyldopa,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,CJCSPKMFHVPWAR-JTQLQIEISA-N
104730,Cobalt,[Co],GUTLYIVDDKVIGB-UHFFFAOYSA-N
5280343,Quercetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,REFJWTPEDVJJIY-UHFFFAOYSA-N
5280443,Apigenin,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,KZNIFHPLKGYRTM-UHFFFAOYSA-N
5281708,Daidzein,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N
5280805,Rutin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,IKGXIBQEEMLURG-NVPNHPEKSA-N
9552079,Chlorhexidine,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl,GHXZTYHSJHQHIJ-UHFFFAOYSA-N
9571016,Chlorhexidine Hydrochloride,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl.Cl.Cl,WJLVQTJZDCGNJN-UHFFFAOYSA-N
6915744,Roxithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,RXZBMPWDPOLZGW-XMRMVWPWSA-N
657348,(-)-Physostigmine salicylate,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.C1=CC=C(C(=C1)C(=O)O)O,HZOTZTANVBDFOF-PBCQUBLHSA-N
135403648,Leucovorin,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,VVIAGPKUTFNRDU-ABLWVSNPSA-N
135398747,Pralidoxime,C[N+]1=CC=CC=C1/C=N/O,JBKPUQTUERUYQE-UHFFFAOYSA-O
5388961,Enalapril Maleate,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O.C(=C\C(=O)O)\C(=O)O,OYFJQPXVCSSHAI-QFPUQLAESA-N
47965,Cefadroxil,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,BOEGTKLJZSQCCD-UEKVPHQBSA-N
6604100,Dantrolene Sodium,C1C(=NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-].[Na+],KSRLIXGNPXAZHD-HAZZGOGXSA-M
23664709,Penicillin G Potassium,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[K+],IYNDLOXRXUOGIU-LQDWTQKMSA-M
23675317,Phenethicillin Potassium,CC(C(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)[O-])OC3=CC=CC=C3.[K+],ORMNNUPLFAPCFD-DVLYDCSHSA-M
441242,Moxalactam Disodium,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)[O-])OC)OC2)C(=O)[O-].[Na+].[Na+],GRIXGZQULWMCLU-HUTAOCTPSA-L
441477,beta-D-Glucosamine,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)N)O)O)O,MSWZFWKMSRAUBD-QZABAPFNSA-N
443953,Erythromycin ethyl succinate,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,NSYZCCDSJNWWJL-YXOIYICCSA-N
441344,Dicyclomine Hydrochloride,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2.Cl,GUBNMFJOJGDCEL-UHFFFAOYSA-N
681,Dopamine,C1=CC(=C(C=C1CCN)O)O,VYFYYTLLBUKUHU-UHFFFAOYSA-N
2265,Azathioprine,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],LMEKQMALGUDUQG-UHFFFAOYSA-N
2725,(+-)-Chlorpheniramine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,SOYKEARSMXGVTM-UHFFFAOYSA-N
2733,Chlorzoxazone,C1=CC2=C(C=C1Cl)NC(=O)O2,TZFWDZFKRBELIQ-UHFFFAOYSA-N
2973,Deferoxamine,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,UBQYURCVBFRUQT-UHFFFAOYSA-N
3033,Diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-N
3385,5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,GHASVSINZRGABV-UHFFFAOYSA-N
3825,Ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,DKYWVDODHFEZIM-UHFFFAOYSA-N
187,Acetylcholine,CC(=O)OCC[N+](C)(C)C,OIPILFWXSMYKGL-UHFFFAOYSA-N
2315,Bendroflumethiazide,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,HDWIHXWEUNVBIY-UHFFFAOYSA-N
2471,Bumetanide,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,MAEIEVLCKWDQJH-UHFFFAOYSA-N
2519,Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,RYYVLZVUVIJVGH-UHFFFAOYSA-N
2719,Chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,WHTVZRBIWZFKQO-UHFFFAOYSA-N
2803,Clonidine,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,GJSURZIOUXUGAL-UHFFFAOYSA-N
3415,Foscarnet,C(=O)(O)P(=O)(O)O,ZJAOAACCNHFJAH-UHFFFAOYSA-N
3647,Hydroflumethiazide,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,DMDGGSIALPNSEE-UHFFFAOYSA-N
3715,Indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,CGIGDMFJXJATDK-UHFFFAOYSA-N
4107,Methocarbamol,COC1=CC=CC=C1OCC(COC(=O)N)O,GNXFOGHNGIVQEH-UHFFFAOYSA-N
4195,Midodrine,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,PTKSEFOSCHHMPD-UHFFFAOYSA-N
4211,Mitotane,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,JWBOIMRXGHLCPP-UHFFFAOYSA-N
248,"N,N,N-trimethylglycinium",C[N+](C)(C)CC(=O)O,KWIUHFFTVRNATP-UHFFFAOYSA-O
564,6-Aminohexanoic Acid,C(CCC(=O)O)CCN,SLXKOJJOQWFEFD-UHFFFAOYSA-N
944,Nitric Acid,[N+](=O)(O)[O-],GRYLNZFGIOXLOG-UHFFFAOYSA-N
1004,Phosphoric Acid,OP(=O)(O)O,NBIIXXVUZAFLBC-UHFFFAOYSA-N
2284,Baclofen,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,KPYSYYIEGFHWSV-UHFFFAOYSA-N
2576,Carisoprodol,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,OFZCIYFFPZCNJE-UHFFFAOYSA-N
2764,Ciprofloxacin,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,MYSWGUAQZAJSOK-UHFFFAOYSA-N
2812,Clotrimazole,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,VNFPBHJOKIVQEB-UHFFFAOYSA-N
3100,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,ZZVUWRFHKOJYTH-UHFFFAOYSA-N
3652,Hydroxychloroquine,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,XXSMGPRMXLTPCZ-UHFFFAOYSA-N
4044,Mefenamic Acid,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,HYYBABOKPJLUIN-UHFFFAOYSA-N
4100,Methazolamide,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,FLOSMHQXBMRNHR-UHFFFAOYSA-N
598,Mercaptoethanesulfonic acid,C(CS(=O)(=O)O)S,ZNEWHQLOPFWXOF-UHFFFAOYSA-N
774,Histamine,C1=C(NC=N1)CCN,NTYJJOPFIAHURM-UHFFFAOYSA-N
1110,Succinic Acid,C(CC(=O)O)C(=O)O,KDYFGRWQOYBRFD-UHFFFAOYSA-N
1990,Acetohydroxamic Acid,CC(=O)NO,RRUDCFGSUDOHDG-UHFFFAOYSA-N
20179,Clonidine Hydrochloride,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,ZNIFSRGNXRYGHF-UHFFFAOYSA-N
3114,Disopyramide,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,UVTNFZQICZKOEM-UHFFFAOYSA-N
3162,Doxylamine,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,HCFDWZZGGLSKEP-UHFFFAOYSA-N
3202,Edrophonium,CC[N+](C)(C)C1=CC(=CC=C1)O,VWLHWLSRQJQWRG-UHFFFAOYSA-O
3278,Ethacrynic Acid,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,AVOLMBLBETYQHX-UHFFFAOYSA-N
3518,Guanethidine,C1CCCN(CCC1)CCN=C(N)N,ACGDKVXYNVEAGU-UHFFFAOYSA-N
3658,Hydroxyzine,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,ZQDWXGKKHFNSQK-UHFFFAOYSA-N
3698,Amrinone,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,RNLQIBCLLYYYFJ-UHFFFAOYSA-N
4030,Mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,OPXLLQIJSORQAM-UHFFFAOYSA-N
4114,8-Methoxypsoralen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,QXKHYNVANLEOEG-UHFFFAOYSA-N
4170,Metolazone,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,AQCHWTWZEMGIFD-UHFFFAOYSA-N
4768,Phenoxybenzamine,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,QZVCTJOXCFMACW-UHFFFAOYSA-N
4908,Primaquine,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,INDBQLZJXZLFIT-UHFFFAOYSA-N
4746,Perhexiline,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,CYXKNKQEMFBLER-UHFFFAOYSA-N
5430,Thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,WJCNZQLZVWNLKY-UHFFFAOYSA-N
5546,Triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,FNYLWPVRPXGIIP-UHFFFAOYSA-N
5578,Trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,IEDVJHCEMCRBQM-UHFFFAOYSA-N
5610,Tyramine,C1=CC(=CC=C1CCN)O,DZGWFCGJZKJUFP-UHFFFAOYSA-N
8226,Methylergometrine,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,UNBRKDKAWYKMIV-QWQRMKEZSA-N
4421,Nalidixic Acid,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,MHWLWQUZZRMNGJ-UHFFFAOYSA-N
4601,Orphenadrine,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,QVYRGXJJSLMXQH-UHFFFAOYSA-N
4893,Prazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,IENZQIKPVFGBNW-UHFFFAOYSA-N
4909,Primidone,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,DQMZLTXERSFNPB-UHFFFAOYSA-N
6249,Ampicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,AVKUERGKIZMTKX-NJBDSQKTSA-N
24139,N-ACETYL-beta-D-GLUCOSAMINE,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,OVRNDRQMDRJTHS-FMDGEEDCSA-N
4539,Norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,OGJPXUAPXNRGGI-UHFFFAOYSA-N
4735,Pentamidine,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,XDRYMKDFEDOLFX-UHFFFAOYSA-N
4911,Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,DBABZHXKTCFAPX-UHFFFAOYSA-N
22530,Mebhydrolin,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4,FQQIIPAOSKSOJM-UHFFFAOYSA-N
5983,Physostigmine,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,PIJVFDBKTWXHHD-HIFRSBDPSA-N
26964,Benserazide Hydrochloride,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O.Cl,ULFCBIUXQQYDEI-UHFFFAOYSA-N
27200,Thiamphenicol,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O,OTVAEFIXJLOWRX-NXEZZACHSA-N
12560,Erythromycin,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,ULGZDMOVFRHVEP-RWJQBGPGSA-N
10531,Dihydroergotamine,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,LUZRJRNZXALNLM-JGRZULCMSA-N
71412,Labetalol Hydrochloride,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl,WQVZLXWQESQGIF-UHFFFAOYSA-N
5323714,Furazolidone,C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],PLHJDBGFXBMTGZ-WEVVVXLNSA-N
667466,"Chlorprothixene, (E)-",CN(C)CC/C=C/1\C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,WSPOMRSOLSGNFJ-VGOFMYFVSA-N
667493,Methylthiouracil,CC1=CC(=O)NC(=S)N1,HWGBHCRJGXAGEU-UHFFFAOYSA-N
84003,Ketorolac Tromethamine,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O,BWHLPLXXIDYSNW-UHFFFAOYSA-N
5282407,Flunarizine Hydrochloride,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl,RXKMOPXNWTYEHI-RDRKJGRWSA-N
5282409,Carbinoxamine Maleate,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,GVNWHCVWDRNXAZ-BTJKTKAUSA-N
5479527,"(6R,7R)-3-((Acetyloxy)methyl)-7-(((2E)-2-(2-amino-4-thiazolyl)-2-(methoxyimino)acetyl)amino)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid",CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N/OC)/C3=CSC(=N3)N)SC1)C(=O)O,GPRBEKHLDVQUJE-VINNURBNSA-N
272833,Phenethicillin,CC(C(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)OC3=CC=CC=C3,NONJJLVGHLVQQM-JHXYUMNGSA-N
5353788,Molsidomine,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],XLFWDASMENKTKL-UHFFFAOYSA-N
5358812,Methiothepin Maleate,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC.C(=C\C(=O)O)\C(=O)O,IWDBEHWZGDSFHR-BTJKTKAUSA-N
5447130,Nitrofurazone,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N,IAIWVQXQOWNYOU-FPYGCLRLSA-N
4033,Mechlorethamine,CN(CCCl)CCCl,HAWPXGHAZFHHAD-UHFFFAOYSA-N
4101,Hexamethylenetetramine,C1N2CN3CN1CN(C2)C3,VKYKSIONXSXAKP-UHFFFAOYSA-N
767,Carbonic Acid,C(=O)(O)O,BVKZGUZCCUSVTD-UHFFFAOYSA-N
3351,Fipexide,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl,BFUJHVVEMMWLHC-UHFFFAOYSA-N
700,Ethanolamine,C(CO)N,HZAXFHJVJLSVMW-UHFFFAOYSA-N
2148,p-Aminohippuric acid,C1=CC(=CC=C1C(=O)NCC(=O)O)N,HSMNQINEKMPTIC-UHFFFAOYSA-N
3080,Dimercaprol,C(C(CS)S)O,WQABCVAJNWAXTE-UHFFFAOYSA-N
3516,Guaifenesin,COC1=CC=CC=C1OCC(CO)O,HSRJKNPTNIJEKV-UHFFFAOYSA-N
3520,Guanidine,C(=N)(N)N,ZRALSGWEFCBTJO-UHFFFAOYSA-N
4060,Mephenytoin,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,GMHKMTDVRCWUDX-UHFFFAOYSA-N
2710,Chlorcyclizine,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,WFNAKBGANONZEQ-UHFFFAOYSA-N
3342,Fenoprofen,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,RDJGLLICXDHJDY-UHFFFAOYSA-N
3474,Glafenine,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl,GWOFUCIGLDBNKM-UHFFFAOYSA-N
5328,Sulfamethizole,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,VACCAVUAMIDAGB-UHFFFAOYSA-N
5340,Sulfathiazole,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,JNMRHUJNCSQMMB-UHFFFAOYSA-N
5904,Penicillin G,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,JGSARLDLIJGVTE-MBNYWOFBSA-N
6032,Kanamycin,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,SBUJHOSQTJFQJX-NOAMYHISSA-N
6060,Acetylcholine Chloride,CC(=O)OCC[N+](C)(C)C.[Cl-],JUGOREOARAHOCO-UHFFFAOYSA-M
7028,Pseudoephedrine,C[C@@H]([C@H](C1=CC=CC=C1)O)NC,KWGRBVOPPLSCSI-WCBMZHEXSA-N
5526,4-(Aminomethyl)cyclohexanecarboxylic acid,C1CC(CCC1CN)C(=O)O,GYDJEQRTZSCIOI-UHFFFAOYSA-N
6098,Cloxacillin,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,LQOLIRLGBULYKD-JKIFEVAISA-N
4737,Pentobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,WEXRUCMBJFQVBZ-UHFFFAOYSA-N
5453,Thiotepa,C1CN1P(=S)(N2CC2)N3CC3,FOCVUCIESVLUNU-UHFFFAOYSA-N
5509,Tolmetin,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,UPSPUYADGBWSHF-UHFFFAOYSA-N
5577,Trimethobenzamide,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,FEZBIKUBAYAZIU-UHFFFAOYSA-N
6049,Ethylenediaminetetraacetic Acid,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,KCXVZYZYPLLWCC-UHFFFAOYSA-N
6869,Penicillin V,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,BPLBGHOLXOTWMN-MBNYWOFBSA-N
5215,Sulfadiazine,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,SEEPANYCNGTZFQ-UHFFFAOYSA-N
5959,Chloramphenicol,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],WIIZWVCIJKGZOK-RKDXNWHRSA-N
6883,Isosorbide Dinitrate,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],MOYKHGMNXAOIAT-JGWLITMVSA-N
10660,Dimenhydrinate,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,NFLLKCVHYJRNRH-UHFFFAOYSA-N
10661,8-Chlorotheophylline,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl,RYIGNEOBDRVTHA-UHFFFAOYSA-N
16230,Amiloride hydrochloride anhydrous,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl,ACHKKGDWZVCSNH-UHFFFAOYSA-N
16666,(-)-Menthol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,NOOLISFMXDJSKH-KXUCPTDWSA-N
14987,Lysergol,CN1C[C@@H](C=C2[C@H]1CC3=CNC4=CC=CC2=C34)CO,BIXJFIJYBLJTMK-MEBBXXQBSA-N
72281,Hesperetin,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,AIONOLUJZLIMTK-AWEZNQCLSA-N
70912,N-Acetyl-L-leucine,CC(C)C[C@@H](C(=O)O)NC(=O)C,WXNXCEHXYPACJF-ZETCQYMHSA-N
71171,Dihydroergotamine Mesylate,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,ADYPXRFPBQGGAH-UMYZUSPBSA-N
38103,Cephradine,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O,RDLPVSKMFDYCOR-UEKVPHQBSA-N
5282386,Xylometazoline Hydrochloride,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,YGWFCQYETHJKNX-UHFFFAOYSA-N
5280531,Retinol Palmitate,CCCCCCCCCCCCCCCC(=O)OC/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C,VYGQUTWHTHXGQB-FFHKNEKCSA-N
5281068,Chlorpheniramine Maleate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,DBAKFASWICGISY-BTJKTKAUSA-N
5281072,Methergine,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=C\C(=O)O)\C(=O)O,NOFOWWRHEPHDCY-DAUURJMHSA-N
5281088,Cidoxepin Hydrochloride,CN(C)CC/C=C\1/C2=CC=CC=C2COC3=CC=CC=C31.Cl,MHNSPTUQQIYJOT-CULRIWENSA-N
5281035,Pyrvinium,CC1=CC(=C(N1C2=CC=CC=C2)C)/C=C/C3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C,QMHSXPLYMTVAMK-UHFFFAOYSA-N
5282139,Pheniramine Maleate,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,SSOXZAQUVINQSA-BTJKTKAUSA-N
5284439,Perhexiline Maleate,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=C\C(=O)O)\C(=O)O,JDZOTSLZMQDFLG-BTJKTKAUSA-N
5284443,Phenylephrine Hydrochloride,CNC[C@@H](C1=CC(=CC=C1)O)O.Cl,OCYSGIYOVXAGKQ-FVGYRXGTSA-N
5284451,Pyrilamine Maleate,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,JXYWFNAQESKDNC-BTJKTKAUSA-N
5282408,Ketotifen Fumarate,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1.C(=C/C(=O)O)\C(=O)O,YNQQEYBLVYAWNX-WLHGVMLRSA-N
