Compound_CID,Name,SMILES,InChIKey
54671203,"4-(Dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-3,4,4a,5,5a,6,12,12a-octahydrotetracene-2-carboximidic acid",C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,SGKRLCUYIXIAHR-AKNGSSGZSA-N
54675783,Minocycline,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,FFTVPQUHLQBXQZ-KVUCHLLUSA-N
854019,Cotinine,CN1[C@@H](CCC1=O)C2=CN=CC=C2,UIKROCXWUNQSPJ-VIFPVBQESA-N
1548943,Capsaicin,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,YKPUWZUDDOIDPM-SOFGYWHQSA-N
54675779,Terramycin,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,OWFJMIVZYSDULZ-PXOLEDIWSA-N
657298,Propylthiouracil,CCCC1=CC(=O)NC(=S)N1,KNAHARQHSZJURB-UHFFFAOYSA-N
5360545,Sodium,[Na],KEAYESYHFKHZAL-UHFFFAOYSA-N
1548955,Zuclomiphene,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/C3=CC=CC=C3,GKIRPKYJQBWNGO-QPLCGJKRSA-N
6914273,Dantrolene,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],OZOMQRBLCMDCEG-VIZOYTHASA-N
441199,Cefoxitin,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,WZOZEZRFJCJXNZ-ZBFHGGJFSA-N
439260,Norepinephrine,C1=CC(=C(C=C1[C@H](CN)O)O)O,SFLSHLFXELFNJZ-QMMMGPOBSA-N
444795,Retinoic Acid,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,SHGAZHPCJJPHSC-YCNIQYBTSA-N
447043,Azithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,MQTOSJVFKKJCRP-BICOPXKESA-N
23939,Platinum,[Pt],BASFCYQUMIYNBI-UHFFFAOYSA-N
5362119,Lisinopril,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,RLAWWYSOJDYHDC-BZSNNMDCSA-N
5388962,Enalapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,GBXSMTUPTTWBMN-XIRDDKMYSA-N
5462222,Potassium,[K],ZLMJMSJWJFRBEC-UHFFFAOYSA-N
2733525,Tamoxifen Citrate,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,FQZYTYWMLGAPFJ-OQKDUQJOSA-N
18381,Dicloxacillin,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,YFAGHNZHGGCZAX-JKIFEVAISA-N
3083802,Mefexamide hydrochloride,CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC.Cl,AXBHPHPHZHAOAK-UHFFFAOYSA-N
121587,Galantamine Hydrobromide,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O.Br,QORVDGQLPPAFRS-XPSHAMGMSA-N
441074,Quinidine,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,LOUPRKONTZGTKE-LHHVKLHASA-N
446541,Mycophenolic Acid,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,HPNSFSBZBAHARI-RUDMXATFSA-N
441140,Griseofulvin,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,DDUHZTYCFQRHIY-RBHXEPJQSA-N
445643,Tacrolimus,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,QJJXYPPXXYFBGM-LFZNUXCKSA-N
2723601,Thioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N,WYWHKKSPHMUBEB-UHFFFAOYSA-N
5460341,Calcium,[Ca],OYPRJOBELJOOCE-UHFFFAOYSA-N
667490,6-Mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2,GLVAUDGFNGKCSF-UHFFFAOYSA-N
637566,Geraniol,CC(=CCC/C(=C/CO)/C)C,GLZPCOQZEFWAFX-JXMROGBWSA-N
708857,Pyrantel,CN1CCCN=C1/C=C/C2=CC=CS2,YSAUAVHXTIETRK-AATRIKPKSA-N
54678486,Warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,PJVWKTKQMONHTI-UHFFFAOYSA-N
54676228,Piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,QYSPLQLAKJAUJT-UHFFFAOYSA-N
20824,Carbenicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C,FPPNZSSZRUTDAP-UWFZAAFLSA-N
26987,Clemastine,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C,YNNUSGIPVFPVBX-NHCUHLMSSA-N
29327,Streptozocin,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,ZSJLQEPLLKMAKR-GKHCUFPYSA-N
5282443,Triprolidine,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3,CBEQULMOCCWAQT-WOJGMQOQSA-N
124886,Glutathione,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,RWSXRVCMGQZWBV-WDSKDSINSA-N
122824,Ethopropazine Hydrochloride,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,VXPCQISYVPFYRK-UHFFFAOYSA-N
6604200,Nitrofurantoin,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],NXFQHRVNIOXGAQ-YCRREMRBSA-N
164739,Levonordefrin,C[C@@H]([C@@H](C1=CC(=C(C=C1)O)O)O)N,GEFQWZLICWMTKF-CDUCUWFYSA-N
445354,Retinol,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,FPIPGXGPPPQFEQ-OVSJKPMPSA-N
15541,Spectinomycin,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O,UNFWWIHTNXNPBV-WXKVUWSESA-N
16231,Amiloride,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,XSDQTOBWRPYKKA-UHFFFAOYSA-N
521951,Dibucaine Hydrochloride,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC.Cl,IVHBBMHQKZBJEU-UHFFFAOYSA-N
522325,Metamizole Sodium,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+],DJGAAPFSPWAYTJ-UHFFFAOYSA-M
638034,"Retinol, acetate",CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/COC(=O)C)/C)/C,QGNJRVVDBSJHIZ-QHLGVNSISA-N
638024,Piperine,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,MXXWOMGUGJBKIW-YPCIICBESA-N
54685925,Minocycline hydrochloride,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl,WTJXVDPDEQKTCV-VQAITOIOSA-N
54675769,Novobiocin,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,YJQPYGGHQPGBLI-KGSXXDOSSA-N
54677971,Tenoxicam,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3,LZNWYQJJBLGYLT-UHFFFAOYSA-N
1269845,Thiouracil,C1=CNC(=S)NC1=O,ZEMGGZBWXRYJHK-UHFFFAOYSA-N
460612,Melphalan,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,SGDBTWWWUNNDEQ-LBPRGKRZSA-N
9601226,Fosinopril,CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,BIDNLKIUORFRQP-XYGFDPSESA-N
3032285,Thiamylal,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC=C,XLOMZPUITCYLMJ-UHFFFAOYSA-N
54680690,Demeclocycline,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,GUXHBMASAHGULD-SEYHBJAFSA-N
149755,"Methyl (1R,2R,4S)-2-ethyl-1,2,3,4,6,11-hexahydro-2,5,7-trihydroxy-6,11-dioxo-4-((2,3,6-trideoxy-3-(dimethylamino)-alpha-L-lyxo-hexopyranosyl)oxy)-1-naphthacenecarboxylate",CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N(C)C)O,LJZPVWKMAYDYAS-QKKPTTNWSA-N
161104,Cloperastine Hydrochloride,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl,UNPLRYRWJLTVAE-UHFFFAOYSA-N
16684434,Thimerosal,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],RTKIYNMVFMVABJ-UHFFFAOYSA-L
941650,trans-Thiothixene,CN1CCN(CC1)CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,GFBKORZTTCHDGY-UFWORHAWSA-N
26879,Levamisole,C1CSC2=N[C@H](CN21)C3=CC=CC=C3,HLFSDGLLUJUHTE-SNVBAGLBSA-N
521874,O-Methylhydroxylamine hydrochloride,CON.Cl,XNXVOSBNFZWHBV-UHFFFAOYSA-N
3033832,Zuclomiphene Citrate,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,PYTMYKVIJXPNBD-OQKDUQJOSA-N
54675776,Tetracycline,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,NWXMGUDVXFXRIG-WESIUVDSSA-N
657302,Phenytoin Sodium,C1=CC=C(C=C1)C2(C(=O)[N-]C(=O)N2)C3=CC=CC=C3.[Na+],FJPYVLNWWICYDW-UHFFFAOYSA-M
657349,Pilocarpine Nitrate,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C.[N+](=O)(O)[O-],PRZXEPJJHQYOGF-GNAZCLTHSA-N
656580,Chloramphenicol succinate,C1=CC(=CC=C1[C@H]([C@@H](COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],LIRCDOVJWUGTMW-ZWNOBZJWSA-N
135398658,Folic Acid,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,OVBPIULPVIDEAO-LBPRGKRZSA-N
135398513,Acyclovir,C1=NC2=C(N1COCCO)N=C(NC2=O)N,MKUXAQIIEYXACX-UHFFFAOYSA-N
135401907,Allopurinol,C1=NNC2=C1C(=O)NC=N2,OFCNXPDARWKPPY-UHFFFAOYSA-N
54685047,Methacycline Hydrochloride,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O.Cl,VXPSARQTYDZXAO-CCHMMTNSSA-N
54675777,Chlortetracycline,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,DHPRQBPJLMKORJ-XRNKAMNCSA-N
54675785,Methacycline,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O,XIYOPDCBBDCGOE-IWVLMIASSA-N
54676539,Meclocycline,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,RNIADBXQDMCFEN-IWVLMIASSA-N
313,Hydrochloric Acid,Cl,VEXZGXHMUGYJMC-UHFFFAOYSA-N
24841,Hydrogen iodide,I,XMBWDFGMSWQBCA-UHFFFAOYSA-N
23994,Zinc,[Zn],HCHKCACWOHOZIP-UHFFFAOYSA-N
27944,Levamisole Hydrochloride,C1CSC2=N[C@H](CN21)C3=CC=CC=C3.Cl,LAZPBGZRMVRFKY-HNCPQSOCSA-N
53232,Lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,PCZOHLXUXFIOCF-BXMDZJJMSA-N
54892,Quinapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O,JSDRRTOADPPCHY-HSQYWUDLSA-N
60606,Clopidogrel,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,GKTWGGQPFAXNFI-HNNXBMFYSA-N
35370,Zidovudine,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],HBOMLICNUCNMMY-XLPZGREQSA-N
37542,Ribavirin,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,IWUCXVSUMQZMFG-AFCXAGJDSA-N
39147,Nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,VWPOSFSPZNDTMJ-UCWKZMIHSA-N
44093,Captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,FAKRSMQSSFJEIM-RQJHMYQMSA-N
23675321,Cephalothin Sodium,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)[O-].[Na+],VUFGUVLLDPOSBC-XRZFDKQNSA-M
444266,Maleic Acid,C(=C\C(=O)O)\C(=O)O,VZCYOOQTPOCHFL-UPHRSURJSA-N
441325,Amiodarone Hydrochloride,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl,ITPDYQOUSLNIHG-UHFFFAOYSA-N
2157,Amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,IYIKLHRQXLHMJQ-UHFFFAOYSA-N
1775,Phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,CXOFVDLJLONNDW-UHFFFAOYSA-N
3291,Ethosuximide,CCC1(CC(=O)NC1=O)C,HAPOVYFOVVWLRS-UHFFFAOYSA-N
176,Acetic Acid,CC(=O)O,QTBSBXVTEAMEQO-UHFFFAOYSA-N
260,Hydrogen Bromide,Br,CPELXLSAUQHCOX-UHFFFAOYSA-N
962,Water,O,XLYOFNOQVPJJNP-UHFFFAOYSA-N
1118,Sulfuric Acid,OS(=O)(=O)O,QAOWNCQODCNURD-UHFFFAOYSA-N
1986,Acetazolamide,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,BZKPWHYZMXOIDC-UHFFFAOYSA-N
3826,Ketorolac,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,OZWKMVRBQXNZKK-UHFFFAOYSA-N
4485,Nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,HYIMSNHJOBLJNT-UHFFFAOYSA-N
5775,Phentolamine,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,MRBDMNSDAVCSSF-UHFFFAOYSA-N
6503,Tris(hydroxymethyl)aminomethane,C(C(CO)(CO)N)O,LENZDBCJOHFCAS-UHFFFAOYSA-N
439202,Canavanine,C(CON=C(N)N)[C@@H](C(=O)O)N,FSBIGDSBMBYOPN-VKHMYHEASA-N
439246,Naringenin,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,FTVWIRXFELQLPI-ZDUSSCGKSA-N
440005,Nomega-nitro-L-arginine,C(C[C@@H](C(=O)O)N)CN=C(N)N[N+](=O)[O-],MRAUNPAHJZDYCK-BYPYZUCNSA-N
441307,Acebutolol Hydrochloride,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C.Cl,KTUFKADDDORSSI-UHFFFAOYSA-N
442428,Naringin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,DFPMSGMNTNDNHN-ZPHOTFPESA-N
444972,Fumaric Acid,C(=C/C(=O)O)\C(=O)O,VZCYOOQTPOCHFL-OWOJBTEDSA-N
2249,Atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,METKIMKYRPQLGS-UHFFFAOYSA-N
3365,Fluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N
3397,Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,MKXKFYHWDHIYRV-UHFFFAOYSA-N
3637,Hydralazine,C1=CC=C2C(=C1)C=NN=C2NN,RPTUSVTUFVMDQK-UHFFFAOYSA-N
3657,Hydroxyurea,C(=O)(N)NO,VSNHCAURESNICA-UHFFFAOYSA-N
3869,Labetalol,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,SGUAFYQXFOLMHL-UHFFFAOYSA-N
4037,Meclofenamic Acid,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,SBDNJUWAMKYJOX-UHFFFAOYSA-N
4173,Metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-],VAOCPAMSLUNLGC-UHFFFAOYSA-N
4201,Minoxidil,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,ZIMGGGWCDYVHOY-UHFFFAOYSA-N
971,Oxalic Acid,C(=O)(C(=O)O)O,MUBZPKHOEPUJKR-UHFFFAOYSA-N
2123,Altretamine,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,UUVWYPNAQBNQJQ-UHFFFAOYSA-N
2907,Cyclophosphamide,C1CNP(=O)(OC1)N(CCCl)CCCl,CMSMOCZEIVJLDB-UHFFFAOYSA-N
3059,Diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,HUPFGZXOMWLGNK-UHFFFAOYSA-N
3339,Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,YMTINGFKWWXKFG-UHFFFAOYSA-N
3463,Gemfibrozil,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,HEMJJKBWTPKOJG-UHFFFAOYSA-N
3899,Leflunomide,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,VHOGYURTWQBHIL-UHFFFAOYSA-N
3955,Loperamide,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,RDOIQAHITMMDAJ-UHFFFAOYSA-N
4171,Metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,IUBSYMUCCVWXPE-UHFFFAOYSA-N
2520,Verapamil,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N
2564,Carbinoxamine,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,OJFSXZCBGQGRNV-UHFFFAOYSA-N
2708,Chlorambucil,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,JCKYGMPEJWAADB-UHFFFAOYSA-N
2720,Chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,JBMKAUGHUNFTOL-UHFFFAOYSA-N
2732,Chlorthalidone,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,JIVPVXMEBJLZRO-UHFFFAOYSA-N
2796,Clofibrate,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,KNHUKKLJHYUCFP-UHFFFAOYSA-N
3108,Dipyridamole,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,IZEKFCXSFNUWAM-UHFFFAOYSA-N
3308,Etodolac,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,NNYBQONXHNTVIJ-UHFFFAOYSA-N
3440,Furosemide,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N
3672,"Ibuprofen, (+-)-",CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,HEFNNWSXXWATRW-UHFFFAOYSA-N
3948,Lomefloxacin,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,ZEKZLJVOYLTDKK-UHFFFAOYSA-N
4212,Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,KKZJGLLVHKMTCM-UHFFFAOYSA-N
222,Ammonia,N,QGZKDVFQNNGYKY-UHFFFAOYSA-N
938,Nicotinic Acid,C1=CC(=CN=C1)C(=O)O,PVNIIMVLHYAWGP-UHFFFAOYSA-N
1978,Acebutolol,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,GOEMGAFJFRBGGG-UHFFFAOYSA-N
2082,Albendazole,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,HXHWSAZORRCQMX-UHFFFAOYSA-N
2662,Celecoxib,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,RZEKVGVHFLEQIL-UHFFFAOYSA-N
3394,Flurbiprofen,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,SYTBZMRGLBWNTM-UHFFFAOYSA-N
4034,Meclizine,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,OCJYIGYOJCODJL-UHFFFAOYSA-N
4178,Mexiletine,CC1=C(C(=CC=C1)C)OCC(C)N,VLPIATFUUWWMKC-UHFFFAOYSA-N
4528,Nomifensine,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,XXPANQJNYNUNES-UHFFFAOYSA-N
21704,Vidarabine,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,OIRDTQYFTABQOQ-UHTZMRCNSA-N
4740,Pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,BYPFEZZEUUWMEJ-UHFFFAOYSA-N
4828,Pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,JZQKKSLKJUAGIC-UHFFFAOYSA-N
4932,Propafenone,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,JWHAUXFOSRPERK-UHFFFAOYSA-N
22420,Cyclophosphamide Monohydrate,C1CNP(=O)(OC1)N(CCCl)CCCl.O,PWOQRKCAHTVFLB-UHFFFAOYSA-N
22880,Nmda,CN[C@H](CC(=O)O)C(=O)O,HOKKHZGPKSLGJE-GSVOUGTGSA-N
24360,Camptothecin,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,VSJKWCGYPAHWDS-FQEVSTJZSA-N
4474,Nicardipine,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,ZBBHBTPTTSWHBA-UHFFFAOYSA-N
4946,Propranolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,AQHHHDLHHXJYJD-UHFFFAOYSA-N
21467,Mexiletine Hydrochloride,CC1=C(C(=CC=C1)C)OCC(C)N.Cl,NFEIBWMZVIVJLQ-UHFFFAOYSA-N
4409,Nabumetone,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,BLXXJMDCKKHMKV-UHFFFAOYSA-N
4837,Piperazine,C1CNCCN1,GLUUGHFHXGJENI-UHFFFAOYSA-N
4913,Procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,REQCZEXYDRLIBE-UHFFFAOYSA-N
4993,Pyrimethamine,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,WKSAUQYGYAYLPV-UHFFFAOYSA-N
4495,Nimesulide,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,HYWYRSMBCFDLJT-UHFFFAOYSA-N
4583,Ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
4891,Praziquantel,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,FSVJFNAIGNNGKK-UHFFFAOYSA-N
4927,Promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,PWWVAXIEGOYWEE-UHFFFAOYSA-N
